LoanID,Forecast_OverdueAmount,Forecast_NPA_Percent,PredictedRiskScore,PriorityRecoveryFlag
L03360,20187.76,11.46,93.47,Yes
L03361,1644.0,0.45,80.37,No
L03362,2850.0,0.3,72.55,No
L03363,2605.0,0.48,96.78,No
L03364,3626.0,0.44,96.53,No
L03365,4238.0,0.35,70.76,No
L03366,4031.0,0.34,88.62,No
L03367,4710.0,0.44,,No
L03368,815904.01,61.13,59.09,No
L03369,819.0,0.24,71.71,No
L03370,1933.0,0.63,77.04,No
L03371,3613.0,0.3,85.31,No
L03372,3334.0,0.65,,No
L03373,1714.0,0.22,63.019999999999996,No
L03374,1096.0,0.1,70.45,No
L03375,916.0,0.15,89.05,No
L03376,746.0,0.31,70.09,No
L03377,909.0,0.09,85.1,No
L03378,1565.0,0.13,90.55,No
L03379,1472.0,2.15,85.57,No
L03380,2947.0,0.34,77.03,No
L03381,2199.0,0.3,67.9,No
L03382,647.0,0.15,93.12,No
L03383,3710.0,1.31,69.15,No
L03384,3583.0,1.11,77.22,No
L03385,1061.0,0.1,87.18,No
L03386,598.0,0.07,90.78,No
L03387,3393.0,0.23,98.96,No
L03388,156766.64,38.93,60.32,No
L03389,184729.12,12.85,92.11,Yes
L03390,3733.0,0.47,87.9,No
L03391,1482.0,0.57,80.48,No
L03392,4980.0,1.88,64.22,No
L03393,527085.79,56.53,83.25,Yes
L03394,77315.72,6.16,69.56,No
L03395,1154.0,0.1,95.63,No
L03396,1685.0,0.17,89.64,No
L03397,4293.0,1.43,82.25,No
L03398,2671.0,1.29,91.72,No
L03399,1720.0,3.42,81.77,No
L03400,1071.0,0.54,65.35,No
L03401,1024.0,0.09,72.1,No
L03402,313904.48,23.28,98.29,Yes
L03403,229758.19,57.65,91.18,Yes
L03404,1949.0,0.16,100.17,No
L03405,4085.0,1.21,65.82,No
L03406,2987.0,0.73,68.67,No
L03407,2366.0,0.63,66.47,No
L03408,2033.0,1.63,92.06,No
L03409,3553.0,1.07,64.78,No
L03410,35127.31,5.94,75.99,No
L03411,1786.0,0.28,67.51,No
L03412,2865.0,0.57,93.28,No
L03413,213565.42,26.82,87.73,Yes
L03414,2985.0,0.5,94.18,No
L03415,3865.0,0.27,80.48,No
L03416,2079.0,0.17,83.89,No
L03417,2797.0,0.2,77.93,No
L03418,4714.0,0.55,69.32,No
L03419,1810.0,0.18,71.59,No
L03420,4211.0,1.44,75.5,No
L03421,3878.0,0.34,86.96,No
L03422,1999.0,0.51,75.48,No
L03423,1273.0,0.49,78.46,No
L03424,2933.0,2.65,89.07,No
L03425,258141.36999999994,35.13,74.4,No
L03426,216168.75000000003,46.4,80.52,Yes
L03427,1161055.18,78.41,78.26,No
L03428,4333.0,1.05,60.1,No
L03429,1334.0,0.1,64.94,No
L03430,4715.0,0.93,60.48,No
L03431,3056.0,0.27,90.34,No
L03432,3258.0,0.32,72.7,No
L03433,511133.4,59.12,80.48,Yes
L03434,3155.0,0.48,85.22,No
L03435,3967.0,0.39,101.69,No
L03436,3943.0,0.62,89.63,No
L03437,4515.0,0.53,65.25,No
L03438,3160.0,0.35,75.92,No
L03439,3531.0,0.81,58.91,No
L03440,1654.0,0.3,63.41,No
L03441,4703.0,6.17,65.97,No
L03442,4988.0,0.39,72.52,No
L03443,620474.7999999998,54.13,69.03,No
L03444,212492.90000000005,67.22,75.73,No
L03445,174327.96,30.32,96.06,Yes
L03446,1559.0,0.24,90.11,No
L03447,2949.0,0.55,75.68,No
L03448,600.0,0.05,89.73,No
L03449,705150.8500000001,64.0,,No
L03450,1487.0,0.13,79.05,No
L03451,851770.6000000002,62.58,86.35,Yes
L03452,4492.0,0.49,72.99,No
L03453,1776.0,0.19,84.42,No
L03454,4763.0,0.43,62.489999999999995,No
L03455,68251.44,6.58,83.01,Yes
L03456,1239.0,0.09,86.94,No
L03457,446164.6,38.24,98.65,Yes
L03458,4398.0,1.96,64.74,No
L03459,2507.0,0.18,74.02,No
L03460,250611.84,24.09,75.96,No
L03461,4508.0,1.92,92.29,No
L03462,350748.72,29.99,69.04,No
L03463,3680.0,0.65,65.46,No
L03464,77349.24,6.35,64.52,No
L03465,1432.0,0.1,64.04,No
L03466,157014.26999999996,37.38,96.91,Yes
L03467,814333.7300000001,62.97,86.17,Yes
L03468,452927.1999999999,38.66,73.41,No
L03469,3038.0,0.3,94.8,No
L03470,2519.0,0.41,73.62,No
L03471,1165.0,0.56,100.19,No
L03472,385308.45999999996,51.26,87.6,Yes
L03473,2452.0,1.21,61.8,No
L03474,4742.0,0.61,76.04,No
L03475,2547.0,0.21,93.86,No
L03476,3251.0,0.22,76.45,No
L03477,79654.35,23.63,95.5,Yes
L03478,3839.0,1.09,96.02,No
L03479,1364.0,0.11,92.37,No
L03480,4614.0,0.63,64.28,No
L03481,1731.0,0.13,65.21,No
L03482,2313.0,0.2,87.01,No
L03483,4459.0,0.4,89.8,No
L03484,20840.510000000002,10.53,67.75,No
L03485,1268.0,1.24,95.3,No
L03486,3556.0,0.7,93.08,No
L03487,752.0,0.21,79.25,No
L03488,1947.0,0.18,80.7,No
L03489,336177.81999999995,47.78,,No
L03490,265058.6,32.78,59.39,No
L03491,2685.0,0.22,66.53,No
L03492,1686.0,0.23,91.41,No
L03493,2954.0,0.35,77.04,No
L03494,1265.0,0.1,80.83,No
L03495,3668.0,0.54,84.9,No
L03496,3752.0,2.2,73.81,No
L03497,3256.0,0.4,62.15,No
L03498,2108.0,0.24,94.69,No
L03499,2097.0,0.26,81.27,No
L03500,2767.0,0.65,63.42,No
L03501,1583.0,0.42,61.82,No
L03502,4796.0,0.82,64.68,No
L03503,114665.88,39.4,61.3,No
L03504,288383.79,28.39,63.05,No
L03505,4396.0,0.47,69.03,No
L03506,125052.48,12.93,69.64,No
L03507,4761.0,1.27,85.65,No
L03508,103931.96,25.51,66.42,No
L03509,4125.0,0.35,83.28,No
L03510,1600.0,0.15,95.11,No
L03511,1123.0,0.09,73.01,No
L03512,87063.83,13.71,85.02,Yes
L03513,3141.0,0.37,64.06,No
L03514,716.0,0.06,76.79,No
L03515,666658.2,45.58,84.62,Yes
L03516,3747.0,0.25,100.34,No
L03517,1157.0,0.08,83.01,No
L03518,3018.0,0.23,78.19,No
L03519,683732.7800000004,69.95,72.23,No
L03520,1417.0,2.36,75.27,No
L03521,160143.48,15.05,83.46,Yes
L03522,4621.0,1.17,72.75,No
L03523,1901.0,1.43,76.33,No
L03524,2969.0,0.28,87.6,No
L03525,2261.0,0.2,69.27,No
L03526,2819.0,0.28,86.94,No
L03527,3774.0,0.65,93.7,No
L03528,4722.0,0.6,93.68,No
L03529,3262.0,0.23,63.93,No
L03530,3775.0,0.34,61.44,No
L03531,2678.0,0.34,95.24,No
L03532,280165.5,30.77,68.91,No
L03533,2596.0,0.19,80.03,No
L03534,400676.67,64.52,66.51,No
L03535,139878.64,70.76,93.66,Yes
L03536,164950.34999999998,31.57,67.75999999999999,No
L03537,4248.0,0.65,62.34,No
L03538,2503.0,0.56,83.68,No
L03539,2498.0,0.31,72.29,No
L03540,546.0,0.11,87.8,No
L03541,3611.0,1.81,88.71,No
L03542,3269.0,1.01,81.86,No
L03543,1243.0,0.09,94.55,No
L03544,1662.0,0.17,86.2,No
L03545,236894.3,46.84,71.31,No
L03546,3277.0,0.56,66.06,No
L03547,3892.0,0.51,91.16,No
L03548,3093.0,0.3,87.86,No
L03549,4016.0,0.45,,No
L03550,1509.0,0.11,70.89,No
L03551,548.0,0.06,71.7,No
L03552,2202.0,0.16,85.49,No
L03553,3226.0,5.57,67.07,No
L03554,4730.0,0.35,69.56,No
L03555,1559.0,0.14,94.68,No
L03556,152222.52,50.79,72.03,No
L03557,54547.899999999994,12.64,64.44,No
L03558,2042.0,0.24,86.38,No
L03559,49192.369999999995,21.28,68.04,No
L03560,1093.0,0.09,64.64,No
L03561,514948.16,43.01,,No
L03562,351170.19999999995,72.2,84.54,Yes
L03563,3545.0,2.34,82.91,No
L03564,1441.0,0.1,61.76,No
L03565,172866.93999999997,41.8,60.97,No
L03566,786.0,0.53,76.14,No
L03567,2344.0,0.44,87.47,No
L03568,2518.0,0.17,96.2,No
L03569,41931.78,3.5,61.93,No
L03570,567.0,0.08,88.62,No
L03571,2808.0,0.57,66.47,No
L03572,412625.39999999997,62.16,64.33,No
L03573,4233.0,5.63,77.06,No
L03574,4644.0,0.43,83.38,No
L03575,1396.0,0.72,86.45,No
L03576,3770.0,0.47,65.92,No
L03577,3002.0,0.34,96.18,No
L03578,23110.0,44.06,64.13,No
L03579,351773.73000000004,23.92,67.47,No
L03580,3287.0,0.67,79.87,No
L03581,19327.48,11.93,99.88,Yes
L03582,595.0,0.05,95.66,No
L03583,111269.39999999998,41.16,61.01,No
L03584,4301.0,4.99,72.76,No
L03585,1784.0,0.23,82.55,No
L03586,4195.0,1.76,87.08,No
L03587,3658.0,0.25,85.61,No
L03588,3930.0,6.04,69.81,No
L03589,2853.0,2.3,67.7,No
L03590,4769.0,0.38,64.56,No
L03591,1911.0,0.48,93.87,No
L03592,4247.0,0.31,71.77,No
L03593,4733.0,0.94,,No
L03594,48609.47,32.15,73.62,No
L03595,843.0,1.29,91.49,No
L03596,706.0,0.15,62.72,No
L03597,157653.34999999998,21.39,95.65,Yes
L03598,4137.0,8.04,96.75,No
L03599,629937.8599999999,70.57,71.33,No
L03600,4391.0,0.82,68.53,No
L03601,264373.9600000001,42.94,66.65,No
L03602,1160.0,0.27,96.84,No
L03603,247970.64,30.35,73.16,No
L03604,256171.12000000005,66.77,73.02,No
L03605,1700.0,0.69,101.18,No
L03606,1139.0,0.08,84.13,No
L03607,3885.0,0.63,94.46,No
L03608,1784.0,1.1,87.14,No
L03609,3995.0,1.04,77.59,No
L03610,127163.35999999999,25.46,90.65,Yes
L03611,963.0,0.08,85.94,No
L03612,25408.77,30.88,85.64,Yes
L03613,4670.0,0.63,69.72,No
L03614,4831.0,0.75,99.27,No
L03615,4972.0,0.34,92.33,No
L03616,4209.0,1.35,69.78,No
L03617,33700.11,3.51,69.95,No
L03618,1277.0,0.37,86.19,No
L03619,1621.0,0.19,63.0,No
L03620,50823.21,5.95,73.08,No
L03621,76389.45000000001,47.97,79.77,No
L03622,3739.0,0.53,66.99,No
L03623,2974.0,0.41,94.05,No
L03624,3326.0,0.65,,No
L03625,4821.0,1.07,98.32,No
L03626,1827.0,0.49,69.71,No
L03627,3917.0,6.68,63.09,No
L03628,3630.0,6.9,84.69,No
L03629,4050.0,0.45,94.9,No
L03630,4378.0,0.93,74.35,No
L03631,2683.0,0.91,67.4,No
L03632,4642.0,0.45,78.19,No
L03633,462257.19999999995,56.59,75.8,No
L03634,1793.0,0.13,80.7,No
L03635,711.0,0.06,77.81,No
L03636,778813.5999999996,70.56,91.36,Yes
L03637,3871.0,1.66,87.97,No
L03638,1126.0,0.11,83.02,No
L03639,2194.0,0.21,91.11,No
L03640,4061.0,0.35,69.21,No
L03641,4176.0,0.97,93.78,No
L03642,1672.0,0.17,75.98,No
L03643,551007.0,58.21,73.78,No
L03644,161378.98000000004,26.51,80.15,Yes
L03645,629942.3999999999,62.24,70.55,No
L03646,27646.320000000003,15.73,72.48,No
L03647,2498.0,0.25,64.03999999999999,No
L03648,1598.0,0.17,82.43,No
L03649,159431.40000000002,44.86,93.6,Yes
L03650,1667.0,0.13,85.73,No
L03651,2362.0,0.18,84.14,No
L03652,203823.0,57.38,87.76,Yes
L03653,684.0,0.43,95.69,No
L03654,2105.0,0.23,72.12,No
L03655,73979.76,9.92,74.8,No
L03656,382115.0499999999,57.03,71.16,No
L03657,858.0,0.07,62.65,No
L03658,3773.0,0.26,72.55,No
L03659,46201.03,6.22,66.78999999999999,No
L03660,26533.680000000008,45.03,94.48,Yes
L03661,1647.0,0.18,84.91,No
L03662,1663.0,0.17,68.86,No
L03663,3345.0,0.27,76.79,No
L03664,4625.0,1.36,81.21,No
L03665,4708.0,0.58,91.12,No
L03666,2260.0,0.32,85.03,No
L03667,4380.0,0.43,,No
L03668,858.0,0.6,90.63,No
L03669,4265.0,0.32,95.37,No
L03670,2680.0,0.34,66.50999999999999,No
L03671,882.0,0.07,93.03,No
L03672,3924.0,0.72,71.82,No
L03673,1490.0,0.15,65.77,No
L03674,4387.0,0.31,81.21,No
L03675,2677.0,0.19,80.55,No
L03676,3871.0,0.27,75.36,No
L03677,16743.04,14.91,97.17,Yes
L03678,1989.0,0.31,69.42,No
L03679,597.0,0.43,82.5,No
L03680,2295.0,0.46,79.98,No
L03681,9623.82,3.17,94.08,No
L03682,3861.0,0.41,62.18000000000001,No
L03683,1969.0,0.17,62.23,No
L03684,4867.0,0.61,96.72,No
L03685,4693.0,0.39,80.51,No
L03686,1921.0,2.8,95.57,No
L03687,2286.0,0.18,73.92,No
L03688,4392.0,1.42,86.57,No
L03689,4342.0,0.6,91.07,No
L03690,2699.0,0.39,100.46,No
L03691,3851.0,0.29,68.4,No
L03692,4983.0,0.34,62.870000000000005,No
L03693,240452.58000000002,57.26,78.4,No
L03694,48387.87999999999,32.75,61.18,No
L03695,567231.2,57.11,88.37,Yes
L03696,929.0,0.12,101.64,No
L03697,1099.0,0.13,93.65,No
L03698,4633.0,3.96,70.37,No
L03699,3204.0,0.27,94.18,No
L03700,4868.0,1.26,85.49,No
L03701,4338.0,0.81,63.66,No
L03702,4869.0,1.28,79.07,No
L03703,3345.0,0.24,93.97,No
L03704,4969.0,1.69,72.31,No
L03705,886.0,0.08,86.71,No
L03706,828.0,0.2,,No
L03707,3722.0,0.56,90.53,No
L03708,927745.0900000001,62.09,67.03,No
L03709,1059.0,0.54,86.74,No
L03710,1181.0,0.09,78.44,No
L03711,1939.0,0.14,81.38,No
L03712,4067.0,0.38,73.9,No
L03713,811.0,1.26,79.81,No
L03714,3141.0,0.25,84.51,No
L03715,4847.0,0.36,79.59,No
L03716,2750.0,0.19,88.7,No
L03717,3738.0,0.3,67.47,No
L03718,1918.0,0.28,82.99,No
L03719,2722.0,0.26,85.96,No
L03720,494771.00000000006,65.67,71.35,No
L03721,43884.52,7.81,77.03,No
L03722,536948.25,56.03,68.4,No
L03723,827040.3699999998,70.91,84.04,Yes
L03724,4594.0,0.47,66.82,No
L03725,2609.0,0.21,80.53,No
L03726,61812.799999999996,20.22,69.21,No
L03727,4724.0,0.8,66.57,No
L03728,4608.0,0.92,61.74,No
L03729,1330.0,0.4,74.94,No
L03730,4064.0,0.59,91.83,No
L03731,3384.0,0.24,83.59,No
L03732,3862.0,0.47,87.39,No
L03733,4030.0,0.87,62.47,No
L03734,3132.0,0.56,70.22,No
L03735,245748.72000000006,26.17,72.16,No
L03736,266409.05000000005,47.45,90.54,Yes
L03737,308132.52,37.1,87.91,Yes
L03738,1465.0,0.33,81.13,No
L03739,19624.35,3.56,69.72,No
L03740,2782.0,0.26,86.64,No
L03741,493314.38,54.95,93.64,Yes
L03742,2232.0,1.2,82.94,No
L03743,1156.0,0.08,64.69,No
L03744,4161.0,3.42,74.6,No
L03745,2780.0,1.63,87.09,No
L03746,3154.0,0.3,73.12,No
L03747,4757.0,0.44,,No
L03748,4002.0,5.17,84.46,No
L03749,2791.0,0.28,94.4,No
L03750,2559.0,2.61,70.97,No
L03751,318912.56,22.1,78.4,No
L03752,2546.0,0.24,60.53,No
L03753,4518.0,1.41,95.39,No
L03754,911.0,0.33,73.71,No
L03755,272370.5,31.09,88.16,Yes
L03756,2300.0,0.24,62.12,No
L03757,892.0,0.07,97.83,No
L03758,1817.0,0.13,97.91,No
L03759,3463.0,0.56,82.33,No
L03760,3877.0,0.3,81.82,No
L03761,1073.0,0.13,82.04,No
L03762,2477.0,0.34,95.03,No
L03763,101150.7,9.51,85.78,Yes
L03764,1363.0,0.68,65.88,No
L03765,150327.36000000002,34.57,84.04,Yes
L03766,612066.9299999999,49.59,76.34,No
L03767,3870.0,0.5,86.67,No
L03768,741960.04,54.29,72.83,No
L03769,1942.0,1.09,99.05,No
L03770,607.0,0.12,93.2,No
L03771,529.0,0.09,76.74,No
L03772,4566.0,0.69,72.73,No
L03773,189219.96,12.78,78.19,No
L03774,4130.0,0.83,61.88,No
L03775,3400.0,0.42,87.91,No
L03776,875.0,0.11,83.76,No
L03777,4721.0,0.4,74.43,No
L03778,2737.0,0.34,83.88,No
L03779,4793.0,0.52,64.83,No
L03780,3975.0,0.35,94.13,No
L03781,4185.0,2.13,63.61,No
L03782,2675.0,0.18,74.82,No
L03783,488191.32,38.23,99.85,Yes
L03784,503.0,0.08,76.54,No
L03785,857.0,0.08,95.54,No
L03786,796338.2400000003,68.92,64.89,No
L03787,3434.0,0.27,63.6,No
L03788,2759.0,0.85,61.22,No
L03789,156135.42,14.59,100.91,Yes
L03790,2207.0,2.24,67.46000000000001,No
L03791,3988.0,1.83,83.42,No
L03792,2737.0,0.23,80.18,No
L03793,4668.0,0.38,94.57,No
L03794,346466.9999999999,38.11,75.48,No
L03795,2841.0,0.32,58.13,No
L03796,4506.0,0.4,87.2,No
L03797,933.0,0.07,,No
L03798,1754.0,0.27,78.95,No
L03799,2097.0,0.97,71.6,No
L03800,3982.0,0.31,96.08,No
L03801,883.0,0.16,62.75,No
L03802,4955.0,2.03,67.51,No
L03803,1211.0,0.13,57.58,No
L03804,1104.0,0.12,62.83,No
L03805,1891.0,0.26,96.43,No
L03806,4437.0,0.34,92.95,No
L03807,106061.25,23.85,65.99000000000001,No
L03808,1642.0,2.37,94.41,No
L03809,2498.0,0.48,87.0,No
L03810,1737.0,2.71,72.11,No
L03811,256983.04,30.66,,No
L03812,4958.0,0.83,85.49,No
L03813,4726.0,0.38,93.75,No
L03814,4265.0,0.35,76.41,No
L03815,289953.30999999994,42.63,78.55,No
L03816,3936.0,1.08,93.24,No
L03817,3932.0,0.59,69.21,No
L03818,3242.0,0.33,67.73,No
L03819,2142.0,0.66,88.13,No
L03820,667510.16,57.01,84.6,Yes
L03821,4366.0,0.82,92.57,No
L03822,1937.0,0.14,77.04,No
L03823,1701.0,0.21,71.88,No
L03824,3257.0,0.25,77.72,No
L03825,2303.0,0.24,71.97,No
L03826,4690.0,0.55,94.59,No
L03827,4353.0,0.42,98.79,No
L03828,3606.0,0.29,80.7,No
L03829,1299.0,0.13,80.09,No
L03830,2880.0,0.24,78.35,No
L03831,178444.35000000006,54.71,85.5,Yes
L03832,4852.0,1.07,79.45,No
L03833,719.0,0.19,68.23,No
L03834,890096.2,73.71,89.98,Yes
L03835,38547.49,22.04,97.25,Yes
L03836,30910.06,2.57,87.99,No
L03837,4385.0,0.71,67.59,No
L03838,1541.0,0.93,92.88,No
L03839,4981.0,0.75,100.57,No
L03840,988.0,0.2,84.72,No
L03841,4202.0,0.46,69.51,No
L03842,3460.0,0.47,59.22,No
L03843,1327.0,0.28,74.03,No
L03844,1483.0,0.11,,No
L03845,1367.0,0.21,93.48,No
L03846,1463.0,0.2,,No
L03847,969382.99,75.87,67.98,No
L03848,2289.0,1.28,89.98,No
L03849,1541.0,0.25,64.6,No
L03850,2321.0,0.37,72.32,No
L03851,3557.0,0.46,89.04,No
L03852,1366.0,0.67,68.59,No
L03853,1915.0,0.96,62.21,No
L03854,338622.64,51.79,81.37,Yes
L03855,66384.35999999999,67.81,82.66,Yes
L03856,3216.0,0.77,92.77,No
L03857,216872.32,63.47,73.94,No
L03858,412429.31,54.29,76.56,No
L03859,3144.0,4.75,81.71,No
L03860,952.0,0.09,60.91,No
L03861,657277.8200000003,50.93,67.71,No
L03862,170621.45,15.88,73.4,No
L03863,545049.12,44.09,67.42,No
L03864,2357.0,0.24,81.17,No
L03865,273898.31,34.86,86.38,Yes
L03866,940.0,0.26,83.05,No
L03867,4562.0,1.0,93.19,No
L03868,3051.0,0.6,85.43,No
L03869,1322.0,1.26,70.38,No
L03870,4784.0,0.35,61.68000000000001,No
L03871,313042.94999999995,23.1,86.95,Yes
L03872,2522.0,1.22,65.27,No
L03873,670.0,0.08,71.43,No
L03874,3656.0,0.5,89.01,No
L03875,489077.15000000014,46.98,65.58,No
L03876,3179.0,0.34,80.98,No
L03877,3820.0,1.66,65.7,No
L03878,542402.92,53.86,73.25,No
L03879,3943.0,0.42,99.23,No
L03880,78879.68,9.62,95.22,Yes
L03881,4049.0,0.64,95.92,No
L03882,3655.0,0.25,86.21,No
L03883,4163.0,0.32,69.49,No
L03884,746.0,0.08,76.84,No
L03885,1108.0,1.87,65.04,No
L03886,317886.65,46.98,63.81,No
L03887,394165.0,36.99,63.59,No
L03888,4321.0,1.96,76.22,No
L03889,1819.0,0.28,61.05,No
L03890,3135.0,0.96,97.63,No
L03891,2297.0,0.43,85.9,No
L03892,2094.0,2.36,64.77,No
L03893,2607.0,1.12,74.24,No
L03894,3063.0,0.43,75.68,No
L03895,2233.0,0.17,89.58,No
L03896,1579.0,0.21,62.7,No
L03897,4930.0,0.7,79.76,No
L03898,3849.0,0.32,90.74,No
L03899,3955.0,0.9,78.55,No
L03900,2611.0,1.39,73.95,No
L03901,3825.0,1.08,77.28,No
L03902,2463.0,0.21,93.72,No
L03903,4497.0,0.44,67.65,No
L03904,1147.0,0.63,91.41,No
L03905,4611.0,0.45,64.75999999999999,No
L03906,2307.0,0.16,70.44,No
L03907,3672.0,3.19,77.17,No
L03908,3972.0,0.42,78.35,No
L03909,1537.0,0.26,69.32,No
L03910,2586.0,0.33,85.52,No
L03911,2631.0,0.32,76.69,No
L03912,1803.0,0.15,79.14,No
L03913,2524.0,0.29,86.98,No
L03914,1836.0,0.2,67.46,No
L03915,2289.0,0.43,97.89,No
L03916,2182.0,0.94,95.37,No
L03917,3225.0,0.31,94.31,No
L03918,4013.0,7.92,77.73,No
L03919,601.0,0.11,92.98,No
L03920,4977.0,1.36,87.47,No
L03921,2855.0,0.47,80.57,No
L03922,2443.0,0.49,93.35,No
L03923,1815.0,0.17,82.4,No
L03924,314123.56,73.51,62.08,No
L03925,1055.0,0.12,95.88,No
L03926,1214.0,0.17,78.76,No
L03927,3757.0,0.31,86.3,No
L03928,327710.7800000001,48.86,,No
L03929,3912.0,0.3,67.91,No
L03930,1683.0,3.35,93.53,No
L03931,523491.59999999986,56.47,83.62,Yes
L03932,33523.14,52.2,91.31,Yes
L03933,1277.0,0.12,77.87,No
L03934,1015.0,0.26,87.88,No
L03935,645.0,0.11,90.11,No
L03936,3260.0,0.54,77.12,No
L03937,2712.0,0.21,58.16,No
L03938,1777.0,0.9,90.53,No
L03939,2322.0,0.23,64.2,No
L03940,718341.0,48.77,97.88,Yes
L03941,2106.0,2.55,81.11,No
L03942,2695.0,0.19,86.75,No
L03943,56138.67999999999,73.21,71.64,No
L03944,1656.0,0.13,78.7,No
L03945,35582.32,2.46,,No
L03946,975.0,0.07,68.42,No
L03947,2745.0,0.38,86.26,No
L03948,2597.0,0.2,67.74000000000001,No
L03949,115912.76000000001,50.97,82.97,Yes
L03950,2018.0,0.3,84.9,No
L03951,4635.0,0.93,97.26,No
L03952,412564.02,66.22,95.91,Yes
L03953,1356.0,0.13,81.18,No
L03954,4140.0,2.34,93.92,No
L03955,787767.7400000002,52.61,88.83,Yes
L03956,657046.96,67.68,63.09,No
L03957,4949.0,0.38,96.96,No
L03958,1476.0,0.12,90.83,No
L03959,686.0,0.06,87.21,No
L03960,52365.74999999999,49.0,89.83,Yes
L03961,376679.9000000001,47.15,72.77,No
L03962,3263.0,0.62,65.14,No
L03963,4687.0,2.19,69.04,No
L03964,4683.0,0.86,87.99,No
L03965,4852.0,0.49,81.3,No
L03966,138873.56,36.13,76.09,No
L03967,4616.0,0.66,72.42,No
L03968,1838.0,0.29,94.19,No
L03969,1260.0,1.0,75.86,No
L03970,276588.86,28.79,86.86,Yes
L03971,4220.0,0.45,59.49,No
L03972,4435.0,0.31,77.77,No
L03973,2790.0,0.58,58.6,No
L03974,355005.83999999997,54.0,89.71,Yes
L03975,4039.0,0.64,72.72,No
L03976,2344.0,0.17,63.519999999999996,No
L03977,2244.0,0.35,100.13,No
L03978,2833.0,0.41,59.7,No
L03979,724.0,0.17,66.72,No
L03980,1930.0,3.73,67.38,No
L03981,3648.0,1.74,95.09,No
L03982,23564.25,2.2,86.69,No
L03983,1936.0,0.19,99.73,No
L03984,3640.0,0.7,85.1,No
L03985,1972.0,0.27,69.22,No
L03986,3368.0,0.7,63.510000000000005,No
L03987,2041.0,0.18,88.46,No
L03988,193511.92,15.22,94.14,Yes
L03989,102313.72,7.56,95.56,Yes
L03990,115791.0,38.33,93.07,Yes
L03991,3750.0,0.35,94.98,No
L03992,2813.0,0.19,87.83,No
L03993,628239.4,63.24,87.7,Yes
L03994,1833.0,0.33,64.53,No
L03995,1685.0,0.17,69.84,No
L03996,676641.5499999999,64.55,77.87,No
L03997,307800.88,49.19,83.91,Yes
L03998,3649.0,1.82,80.29,No
L03999,3391.0,0.36,77.62,No
L04000,2678.0,0.22,80.98,No
L04001,2998.0,0.2,72.38,No
L04002,812.0,0.22,64.83,No
L04003,1241.0,0.12,101.81,No
L04004,1065.0,1.17,98.12,No
L04005,1197.0,0.08,61.52,No
L04006,4774.0,7.0,79.64,No
L04007,1806.0,0.32,91.8,No
L04008,42680.67,26.55,81.78,Yes
L04009,349117.72,36.73,70.78,No
L04010,2673.0,0.49,93.33,No
L04011,2132.0,0.19,87.98,No
L04012,233271.7,30.89,70.32,No
L04013,1311.0,0.2,,No
L04014,3903.0,0.7,68.71,No
L04015,1465.0,0.84,81.24,No
L04016,39243.0,11.31,91.81,Yes
L04017,448792.24,45.95,73.8,No
L04018,3050.0,0.4,75.02,No
L04019,4956.0,3.27,86.34,No
L04020,1837.0,0.22,80.83,No
L04021,93239.28000000003,72.56,66.41,No
L04022,476424.24,60.15,84.28,Yes
L04023,2247.0,0.16,86.87,No
L04024,2102.0,0.42,81.16,No
L04025,1393.0,0.13,85.34,No
L04026,4778.0,0.42,72.23,No
L04027,1798.0,0.28,95.23,No
L04028,758.0,0.08,68.36,No
L04029,2221.0,0.3,73.97,No
L04030,3851.0,0.84,94.17,No
L04031,109555.64,9.57,64.25999999999999,No
L04032,4591.0,0.43,100.51,No
L04033,1273.0,0.09,87.53,No
L04034,1715.0,0.18,90.49,No
L04035,4834.0,0.79,83.77,No
L04036,3603.0,0.33,94.67,No
L04037,668.0,0.07,74.93,No
L04038,4800.0,0.51,83.49,No
L04039,332985.10000000003,25.97,85.82,Yes
L04040,4111.0,0.3,92.18,No
L04041,179676.57999999996,57.71,62.36,No
L04042,4737.0,0.94,67.25,No
L04043,3996.0,0.4,88.94,No
L04044,998.0,0.12,77.43,No
L04045,1376.0,0.14,87.43,No
L04046,3487.0,0.51,70.88,No
L04047,581.0,0.09,83.5,No
L04048,1003.0,0.45,75.65,No
L04049,3033.0,0.32,67.79,No
L04050,116080.51999999996,38.07,100.25,Yes
L04051,3455.0,0.34,89.9,No
L04052,134743.8,9.28,94.46,Yes
L04053,173311.16,41.09,86.18,Yes
L04054,3770.0,1.47,63.83,No
L04055,23054.46,27.11,79.68,No
L04056,4333.0,0.72,89.29,No
L04057,204561.84,56.64,72.45,No
L04058,1081.0,0.14,82.0,No
L04059,621454.4800000001,76.7,99.25,Yes
L04060,232132.18000000002,41.71,86.36,Yes
L04061,2557.0,0.22,81.36,No
L04062,1136.0,0.08,72.09,No
L04063,234657.06,65.78,85.82,Yes
L04064,514.0,0.04,86.86,No
L04065,3556.0,1.48,83.87,No
L04066,235296.18,61.66,87.46,Yes
L04067,3084.0,0.36,67.89,No
L04068,246334.88,49.81,78.8,No
L04069,3006.0,2.72,82.4,No
L04070,1889.0,0.4,64.50999999999999,No
L04071,393503.01,28.89,64.89,No
L04072,1652.0,0.55,71.96,No
L04073,3911.0,0.34,63.86,No
L04074,331625.92000000004,30.22,69.11,No
L04075,1546.0,0.76,80.36,No
L04076,3638.0,0.69,81.13,No
